0,0.3421268509056048
0.01,0.1343393407414498
0.02,-0.07344816942270528
0.03,0.06407193083439415
0.04,0.1137556955017496
0.05,0.06608966172349771
0.06,0.1135708309982479
0.07000000000000001,0.1597966792276743
0.08,0.1870283688678338
0.09,0.1810420365051096
0.1,0.2353893899488446
0.11,0.2923400741636107
0.12,0.3111770087487976
0.13,0.3321359909217336
0.14,0.3545149808557153
0.15,0.4016704093758529
0.16,0.413188865152161
0.17,0.4556603695936044
0.18,0.4793474962179656
0.19,0.4881342046339573
0.2,0.4753978179777946
0.21,0.5016756102606286
0.22,0.5274162770143639
0.23,0.5210214441060035
0.24,0.5342021712176166
0.25,0.5559647368893192
0.26,0.56956026648401
0.27,0.5695497772371568
0.28,0.6130700250105171
0.29,0.6272019089545692
0.3,0.6234487618293536
0.31,0.6143353988284425
0.32,0.640694603757428
0.33,0.6399961996715254
0.34,0.6331002640245733
0.35,0.6410398237050691
0.36,0.6390933587224346
0.37,0.6174323684584515
0.38,0.6244589906532566
0.39,0.6521073759819825
0.4,0.6823707881177408
0.41,0.6854804557055398
0.42,0.7138470953375612
0.43,0.7143910962359917
0.44,0.7399388265042386
0.45,0.7612914129368746
0.46,0.7896530090140436
0.47,0.7991999939427015
0.48,0.7677057652161465
0.49,0.7963255425009159
0.5,0.8023819099774151
0.51,0.8016788187014289
0.52,0.8203665596910847
0.53,0.8211348471819881
0.54,0.8375023879818368
0.55,0.8117589150164063
0.5600000000000001,0.8347836009556282
0.5700000000000001,0.8470450782456016
0.58,0.8259092805580494
0.59,0.8296860715346929
0.6,0.8435435501234261
0.61,0.8298242887457329
0.62,0.8058217879880276
0.63,0.8459983028994399
0.64,0.8082125100902801
0.65,0.8103277730823404
0.66,0.7996987121541594
0.67,0.8239689287833221
0.68,0.8231323641357994
0.6900000000000001,0.8304273913696794
0.7000000000000001,0.8332445050783015
0.71,0.8371085638033833
0.72,0.8215383303545775
0.73,0.8299908731359149
0.74,0.8283018030676834
0.75,0.8337837594824572
0.76,0.8014815848435453
0.77,0.774165515225621
0.78,0.7570144541508066
0.79,0.7364913518936922
0.8,0.7265319514187059
0.8100000000000001,0.7055949301984258
0.8200000000000001,0.694845022710187
0.8300000000000001,0.6635038221727478
0.84,0.6783073858682221
0.85,0.6445691162010496
0.86,0.5951936452463639
0.87,0.5351950241405731
0.88,0.4899197216555691
0.89,0.4641395434844172
0.9,0.4465810195007723
0.91,0.4145121530100016
0.92,0.3710582345417913
0.93,0.3437931820947283
0.9400000000000001,0.2827645445361522
0.9500000000000001,0.2281495720310397
0.96,0.2207443735545085
0.97,0.2175582480024675
0.98,0.202656905132612
0.99,0.1700166967443029
1,0.1297917646995
1.01,0.08709328238848801
1.02,0.05000792731679676
1.03,0.01265910746195777
1.04,-0.04653495406640365
1.05,-0.05660392812625319
1.06,-0.06282109596520216
1.07,-0.0839678722016272
1.08,-0.1047267565904463
1.09,-0.1471981952999624
1.1,-0.1840313765929477
1.11,-0.2104423004910411
1.12,-0.2405502483008004
1.13,-0.2707757361254534
1.14,-0.2570002354491057
